response,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10
11,0.881,0.776,0.866,0.561,0.105,0.869,0.754,0.783,0.775,0.977
1,0.95,0.911,0.378,0.016,0.431,0.136,0.922,0.848,0.304,0.964
6,0.314,0.602,0.163,0.519,0.299,0.987,0.579,0.406,0.792,0.881
3,0.555,0.131,0.732,0.86,0.155,0.522,0.516,0.961,0.643,0.62
5,0.188,0.375,0.076,0.144,0.465,0.738,0.798,0.335,0.016,0.77
8,0.138,0.293,0.799,0.931,0.256,0.349,0.412,0.278,0.867,0.566
1,0.616,0.11,0.189,0.299,0.186,0.249,0.609,0.261,0.78,0.745
10,0.793,0.471,0.381,0.334,0.612,0.798,0.989,0.463,0.338,0.107
6,0.313,0.478,0.329,0.763,0.368,0.061,0.547,0.088,0.941,0.057
11,0.436,0.187,0.048,0.914,0.255,0.164,0.939,0.407,0.067,0.789
13,0.888,0.838,0.95,0.792,0.418,0.341,0.474,0.258,0.385,0.569
13,0.433,0.189,0.107,0.952,0.805,0.832,0.656,0.827,0.523,0.267
10,0.489,0.956,0.731,0.487,0.207,0.158,0.958,0.475,0.921,0.114
3,0.376,0.193,0.782,0.519,0.198,0.317,0.25,0.499,0.655,0.718
9,0.042,0.361,0.035,0.597,0.993,0.803,0.786,0.045,0.852,0.935
13,0.714,0.428,0.927,0.793,0.047,0.539,0.623,0.062,0.486,0.673
0,0.019,0.205,0.228,0.211,0.322,0.727,0.833,0.487,0.771,0.749
10,0.433,0.354,0.171,0.502,0.764,0.736,0.585,0.39,0.545,0.726
11,0.372,0.766,0.018,0.028,0.546,0.281,0.006,0.33,0.099,0.129
3,0.959,0.2,0.75,0.047,0.5,0.189,0.347,0.096,0.234,0.997
15,0.953,0.595,0.566,0.952,0.837,0.068,0.711,0.311,0.463,0.39
15,0.603,0.798,0.105,0.401,0.773,0.599,0.094,0.367,0.228,0.618
9,0.572,0.298,0.863,0.354,0.866,0.31,0.832,0.519,0.912,0.082
9,0.672,0.487,0.531,0.775,0.077,0.641,0.61,0.179,0.59,0.932
3,0.048,0.381,0.348,0.525,0.923,0.861,0.47,0.874,0.829,0.717
0,0.007,0.045,0.257,0.128,0.976,0.237,0.946,0.258,0.234,0.87
3,0.205,0.246,0.015,0.349,0.308,0.664,0.341,0.584,0.626,0.041
12,0.515,0.914,0.535,0.453,0.716,0.791,0.643,0.914,0.441,0.905
9,0.638,0.535,0.482,0.293,0.665,0.587,0.58,0.23,0.137,0.717
12,0.071,0.875,0.001,0.84,0.555,0.229,0.763,0.411,0.022,0.386
3,0.988,0.619,0.641,0.169,0.069,0.622,0.477,0.164,0.504,0.523
4,0.316,0.12,0.098,0.428,0.541,0.686,0.145,0.411,0.684,0.44
5,0.658,0.418,0.698,0.173,0.483,0.641,0.029,0.256,0.826,0.687
4,0.218,0.188,0.636,0.667,0.412,0.891,0.305,0.984,0.472,0.072
1,0.08,0.35,0.686,0.507,0.26,0.818,0.871,0.432,0.132,0.813
7,0.192,0.742,0.137,0.472,0.509,0.642,0.985,0.665,0.553,0.702
13,0.963,0.191,0.132,0.757,0.975,0.75,0.536,0.988,0.987,0.295
11,0.113,0.3,0.028,0.959,0.6,0.908,0.387,0.025,0.256,0.725
13,0.47,0.434,0.665,0.836,0.864,0.102,0.312,0.234,0.351,0.316
5,0.086,0.511,0.437,0.744,0.763,0.103,0.023,0.127,0.118,0.721
8,0.679,0.977,0.684,0.159,0.349,0.223,0.802,0.779,0.896,0.331
15,0.816,0.644,0.889,0.933,0.958,0.488,0.904,0.02,0.468,0.054
1,0.69,0.009,0.3,0.536,0.528,0.564,0.958,0.077,0.657,0.514
1,0.017,0.453,0.322,0.495,0.374,0.33,0.117,0.207,0.363,0.463
4,0.279,0.167,0.711,0.926,0.043,0.627,0.398,0.739,0.781,0.734
0,0.027,0.246,0.676,0.227,0.686,0.284,0.017,0.203,0.152,0.75
4,0.684,0.833,0.146,0.043,0.098,0.241,0.219,0.186,0.924,0.811
7,0.923,0.266,0.33,0.31,0.631,0.096,0.84,0.44,0.213,0.009
6,0.926,0.258,0.743,0.407,0.341,0.484,0.241,0.751,0.197,0.294
2,0.399,0.147,0.587,0.719,0.022,0.168,0.759,0.527,0.528,0.477
5,0.066,0.639,0.763,0.476,0.506,0.77,0.328,0.839,0.049,0.034
15,0.35,0.627,0.193,0.767,0.971,0.802,0.723,0.109,0.029,0.086
14,0.483,0.732,0.618,0.952,0.745,0.933,0.162,0.127,0.493,0.69
4,0.841,0.988,0.272,0.202,0.633,0.223,0.471,0.724,0.809,0.737
14,0.771,0.875,0.734,0.815,0.715,0.33,0.253,0.795,0.52,0.201
11,0.096,0.103,0.04,0.998,0.492,0.495,0.648,0.742,0.201,0.133
2,0.375,0.08,0.59,0.428,0.761,0.116,0.464,0.317,0.631,0.555
14,0.481,0.66,0.163,0.936,0.122,0.567,0.012,0.983,0.382,0.347
11,0.383,0.348,0.055,0.551,0.686,0.854,0.804,0.237,0.358,0.815
12,0.351,0.693,0.309,0.817,0.322,0.418,0.287,0.754,0.578,0.3
15,0.437,0.656,0.96,0.635,0.921,0.065,0.372,0.182,0.207,0.807
13,0.469,0.865,0.047,0.116,0.712,0.89,0.176,0.382,0.967,0.409
10,0.806,0.89,0.411,0.888,0.115,0.013,0.423,0.815,0.89,0.333
8,0.167,0.097,0.061,0.952,0.243,0.061,0.634,0.09,0.436,0.106
7,0.266,0.429,0.557,0.742,0.529,0.805,0.43,0.958,0.064,0.537
6,0.659,0.094,0.735,0.865,0.417,0.989,0.598,0.182,0.266,0.388
3,0.569,0.115,0.396,0.402,0.732,0.831,0.959,0.545,0.188,0.87
13,0.298,0.785,0.99,0.553,0.498,0.555,0.408,0.532,0.132,0.989
12,0.637,0.963,0.248,0.604,0.122,0.851,0.819,0.961,0.124,0.914
2,0.462,0.102,0.026,0.113,0.604,0.324,0.858,0.014,0.403,0.878
14,0.173,0.984,0.702,0.939,0.8,0.477,0.85,0.011,0.275,0.002
2,0.24,0.086,0.311,0.396,0.583,0.172,0.362,0.561,0.595,0.074
2,0.259,0.295,0.556,0.202,0.718,0.857,0.759,0.827,0.192,0.087
6,0.638,0.439,0.503,0.178,0.943,0.068,0.376,0.106,0.325,0.358
3,0.745,0.242,0.766,0.371,0.025,0.134,0.927,0.562,0.393,0.165
10,0.725,0.968,0.667,0.79,0.414,0.351,0.934,0.592,0.226,0.872
6,0.361,0.429,0.808,0.545,0.354,0.688,0.186,0.295,0.878,0.125
11,0.909,0.15,0.89,0.31,0.983,0.726,0.814,0.085,0.926,0.612
9,0.856,0.441,0.967,0.11,0.418,0.38,0.363,0.029,0.384,0.757
8,0.932,0.233,0.46,0.247,0.987,0.533,0.616,0.97,0.55,0.581
14,0.702,0.707,0.509,0.894,0.199,0.575,0.003,0.132,0.938,0.798
9,0.177,0.285,0.985,0.919,0.221,0.904,0.507,0.958,0.618,0.899
10,0.711,0.028,0.845,0.979,0.752,0.49,0.598,0.407,0.796,0.833
12,0.88,0.47,0.453,0.72,0.889,0.228,0.816,0.825,0.184,0.339
15,0.77,0.327,0.054,0.944,0.671,0.074,0.68,0.232,0.662,0.38
6,0.306,0.001,0.604,0.88,0.617,0.51,0.011,0.932,0.671,0.321
7,0.033,0.427,0.886,0.614,0.855,0.555,0.383,0.828,0.664,0.002
7,0.314,0.296,0.552,0.937,0.578,0.375,0.276,0.847,0.08,0.146
13,0.725,0.268,0.014,0.526,0.735,0.773,0.549,0.919,0.261,0.342
4,0.309,0.563,0.168,0.082,0.909,0.793,0.559,0.785,0.555,0.74
4,0.403,0.685,0.736,0.128,0.344,0.355,0.668,0.154,0.88,0.227
2,0.632,0.096,0.016,0.133,0.435,0.541,0.757,0.579,0.918,0.588
4,0.669,0.067,0.354,0.38,0.804,0.817,0.658,0.931,0.129,0.888
10,0.859,0.982,0.114,0.796,0.098,0.61,0.754,0.886,0.378,0.388
8,0.632,0.49,0.448,0.597,0.014,0.289,0.552,0.721,0.116,0.502
3,0.28,0.524,0.098,0.283,0.347,0.399,0.59,0.187,0.528,0.675
15,0.836,0.765,0.962,0.814,0.471,0.612,0.963,0.595,0.429,0.648
14,0.95,0.59,0.309,0.845,0.036,0.325,0.178,0.817,0.84,0.996
13,0.954,0.525,0.523,0.899,0.207,0.91,0.382,0.103,0.537,0.368
5,0.014,0.431,0.335,0.872,0.518,0.141,0.104,0.28,0.589,0.521
8,0.796,0.761,0.161,0.466,0.108,0.797,0.994,0.701,0.834,0.664
13,0.68,0.637,0.077,0.63,0.11,0.082,0.747,0.235,0.83,0.48
3,0.038,0.252,0.863,0.075,0.971,0.274,0.158,0.502,0.723,0.588
3,0.46,0.067,0.02,0.055,0.99,0.051,0.99,0.188,0.705,0.713
0,0.002,0.185,0.03,0.056,0.044,0.915,0.414,0.922,0.271,0.798
6,0.196,0.181,0.813,0.567,0.938,0.2,0.404,0.796,0.264,0.826
4,0.062,0.29,0.585,0.722,0.678,0.175,0.812,0.679,0.499,0.761
2,0.006,0.318,0.805,0.15,0.892,0.345,0.344,0.165,0.655,0.978
15,0.57,0.658,0.71,0.985,0.49,0.722,0.309,0.434,0.264,0.036
10,0.117,0.484,0.001,0.848,0.402,0.181,0.665,0.074,0.507,0.244
10,0.474,0.396,0.575,0.631,0.841,0.28,0.058,0.45,0.428,0.447
5,0.863,0.371,0.8,0.129,0.226,0.218,0.263,0.404,0.033,0.246
4,0.213,0.494,0.64,0.574,0.341,0.483,0.288,0.542,0.217,0.585
10,0.418,0.595,0.881,0.265,0.932,0.93,0.975,0.089,0.199,0.835
11,0.567,0.526,0.238,0.515,0.851,0.13,0.704,0.317,0.533,0.872
4,0.927,0.17,0.501,0.57,0.295,0.734,0.559,0.895,0.793,0.805
4,0.467,0.115,0.316,0.498,0.596,0.099,0.635,0.584,0.078,0.3
3,0.682,0.198,0.6,0.273,0.221,0.284,0.414,0.089,0.941,0.903
13,0.4,0.58,0.727,0.776,0.909,0.752,0.784,0.078,0.69,0.612
5,0.927,0.087,0.191,0.327,0.853,0.901,0.567,0.271,0.953,0.226
13,0.584,0.558,0.324,0.966,0.066,0.794,0.395,0.112,0.35,0.193
13,0.47,0.8,0.94,0.37,0.464,0.061,0.757,0.853,0.445,0.906
8,0.895,0.358,0.744,0.421,0.145,0.367,0.941,0.731,0.919,0.366
1,0.12,0.408,0.82,0.089,0.794,0.194,0.839,0.621,0.769,0.303
11,0.58,0.723,0.096,0.207,0.222,0.545,0.734,0.531,0.411,0.821
5,0.456,0.296,0.677,0.534,0.499,0.598,0.063,0.812,0.203,0.749
8,0.726,0.477,0.676,0.315,0.318,0.666,0.204,0.555,0.839,0.89
9,0.337,0.617,0.866,0.109,0.97,0.518,0.879,0.511,0.659,0.975
2,0.082,0.371,0.607,0.415,0.732,0.018,0.977,0.224,0.51,0.464
5,0.932,0.949,0.049,0.375,0.104,0.23,0.636,0.023,0.986,0.879
8,0.305,0.667,0.258,0.607,0.742,0.525,0.252,0.922,0.978,0.772
13,0.755,0.431,0.702,0.399,0.857,0.06,0.72,0.41,0.77,0.207
1,0.133,0.511,0.426,0.163,0.587,0.275,0.358,0.842,0.423,0.065
3,0.7,0.323,0.795,0.235,0.1,0.052,0.296,0.311,0.151,0.227
14,0.625,0.866,0.752,0.318,0.899,0.503,0.36,0.298,0.263,0.44
15,0.454,0.794,0.119,0.59,0.967,0.839,0.14,0.242,0.512,0.053
8,0.222,0.944,0.651,0.394,0.702,0.665,0.275,0.379,0.641,0.116
5,0.373,0.075,0.456,0.806,0.525,0.263,0.307,0.539,0.824,0.768
5,0.355,0.927,0.647,0.156,0.262,0.336,0.108,0.32,0.759,0.715
13,0.608,0.781,0.402,0.763,0.043,0.634,0.197,0.549,0.851,0.15
10,0.471,0.433,0.379,0.679,0.65,0.255,0.644,0.555,0.797,0.184
1,0.148,0.28,0.302,0.274,0.056,0.379,0.374,0.764,0.873,0.371
12,0.75,0.907,0.257,0.584,0.571,0.24,0.471,0.259,0.692,0.604
8,0.579,0.131,0.636,0.549,0.986,0.448,0.778,0.652,0.825,0.613
5,0.218,0.6,0.115,0.319,0.628,0.67,0.216,0.562,0.489,0.011
3,0.155,0.668,0.734,0.219,0.901,0.001,0.95,0.777,0.486,0.114
15,0.566,0.942,0.227,0.745,0.883,0.959,0.647,0.89,0.627,0.416
11,0.527,0.198,0.118,0.867,0.687,0.772,0.145,0.2,0.123,0.372
8,0.61,0.239,0.399,0.942,0.106,0.583,0.964,0.221,0.86,0.696
14,0.815,0.3,0.118,0.645,0.913,0.517,0.562,0.803,0.626,0.424
7,0.743,0.356,0.399,0.233,0.979,0.238,0.599,0.922,0.683,0.738
9,0.595,0.704,0.556,0.179,0.678,0.33,0.308,0.732,0.246,0.496
6,0.293,0.037,0.289,0.782,0.792,0.125,0.56,0.462,0.798,0.466
10,0.714,0.909,0.562,0.724,0.254,0.327,0.432,0.018,0.73,0.686
14,0.575,0.52,0.164,0.804,0.583,0.839,0.673,0.328,0.903,0.864
15,0.462,0.87,0.949,0.787,0.925,0.276,0.555,0.595,0.667,0.319
12,0.543,0.407,0.426,0.8,0.622,0.328,0.494,0.656,0.405,0.087
4,0.523,0.508,0.907,0.059,0.093,0.266,0.882,0.937,0.094,0.6
2,0.184,0.537,0.413,0.359,0.111,0.209,0.515,0.81,0.978,0.697
1,0.694,0.164,0.303,0.109,0.436,0.462,0.724,0.372,0.171,0.64
10,0.393,0.576,0.344,0.47,0.872,0.023,0.945,0.347,0.685,0.988
4,0.01,0.313,0.701,0.605,0.78,0.786,0.067,0.9,0.552,0.668
9,0.94,0.699,0.206,0.177,0.707,0.198,0.877,0.22,0.958,0.314
9,0.424,0.175,0.422,0.921,0.553,0.804,0.682,0.489,0.44,0.211
6,0.605,0.112,0.382,0.521,0.916,0.493,0.45,0.651,0.48,0.744
3,0.538,0.067,0.398,0.652,0.678,0.22,1.0,0.463,0.073,0.404
9,0.647,0.576,0.532,0.391,0.67,0.241,0.349,0.04,0.608,0.232
5,0.533,0.465,0.076,0.077,0.246,0.691,0.188,0.583,0.154,0.465
4,0.123,0.809,0.73,0.801,0.16,0.884,0.664,0.524,0.852,0.967
6,0.266,0.679,0.299,0.297,0.751,0.645,0.912,0.459,0.373,0.486
7,0.144,0.713,0.445,0.981,0.101,0.06,0.691,0.652,0.515,0.243
3,0.082,0.701,0.388,0.546,0.93,0.993,0.352,0.039,0.499,0.89
8,0.462,0.494,0.394,0.537,0.775,0.273,0.113,0.332,0.561,0.587
11,0.472,0.79,0.181,0.226,0.849,0.548,0.454,0.794,0.685,0.93
0,0.035,0.785,0.725,0.096,0.679,0.213,0.679,0.746,0.385,0.148
5,0.036,0.217,0.731,0.688,0.993,0.264,0.543,0.37,0.002,0.483
15,0.669,0.498,0.918,0.715,0.777,0.648,0.473,0.378,0.075,0.499
6,0.425,0.688,0.446,0.009,0.999,0.43,0.893,0.111,0.019,0.226
1,0.172,0.121,0.124,0.299,0.412,0.859,0.58,0.194,0.332,0.485
12,0.91,0.194,0.941,0.335,0.659,0.039,0.28,0.906,0.939,0.119
9,0.387,0.502,0.379,0.735,0.352,0.373,0.613,0.013,0.434,0.505
14,0.267,0.813,0.931,0.914,0.68,0.656,0.115,0.762,0.325,0.817
10,0.246,0.979,0.626,0.447,0.906,0.008,0.392,0.257,0.178,0.103
9,0.41,0.151,0.882,0.824,0.281,0.271,0.925,0.533,0.936,0.592
4,0.228,0.127,0.766,0.372,0.752,0.972,0.747,0.04,0.246,0.883
15,0.504,0.969,0.035,0.964,0.951,0.732,0.218,0.584,0.346,0.911
1,0.531,0.104,0.347,0.331,0.425,0.63,0.885,0.506,0.804,0.707
12,0.655,0.904,0.982,0.116,0.638,0.572,0.198,0.711,0.399,0.607
9,0.908,0.733,0.134,0.172,0.518,0.339,0.64,0.222,0.949,0.779
13,0.954,0.611,0.152,0.703,0.18,0.727,0.848,0.488,0.589,0.988
10,0.603,0.826,0.36,0.537,0.231,0.933,0.611,0.342,0.585,0.078
2,0.082,0.688,0.163,0.139,0.876,0.133,0.096,0.243,0.584,0.563
14,0.557,0.962,0.07,0.649,0.445,0.774,0.628,0.411,0.083,0.675
9,0.4,0.33,0.147,0.803,0.409,0.808,0.625,0.783,0.414,0.304
15,0.585,0.676,0.134,0.93,0.453,0.338,0.081,0.888,0.767,0.681
11,0.476,0.866,0.497,0.27,0.857,0.107,0.043,0.476,0.407,0.612
15,0.613,0.494,0.047,0.657,0.656,0.663,0.947,0.888,0.213,0.036
5,0.004,0.336,0.884,0.792,0.077,0.425,0.957,0.565,0.992,0.539
6,0.115,0.74,0.388,0.845,0.227,0.417,0.162,0.531,0.866,0.252
1,0.224,0.004,0.288,0.33,0.69,0.42,0.851,0.841,0.334,0.941
13,0.999,0.451,0.816,0.489,0.62,0.442,0.733,0.0,0.65,0.416
3,0.452,0.434,0.448,0.069,0.918,0.239,0.886,0.502,0.182,0.035
10,0.55,0.994,0.623,0.425,0.227,0.881,0.549,0.116,0.218,0.42
0,0.169,0.275,0.571,0.538,0.011,0.748,0.53,0.609,0.608,0.922
12,0.089,0.272,0.008,0.972,0.343,0.871,0.281,0.843,0.059,0.267
0,0.071,0.877,0.516,0.008,0.34,0.824,0.053,0.028,0.107,0.013
1,0.025,0.423,0.553,0.613,0.43,0.578,0.96,0.229,0.401,0.142
10,0.15,0.967,0.928,0.67,0.262,0.667,0.589,0.371,0.556,0.992
0,0.112,0.586,0.564,0.144,0.771,0.641,0.678,0.831,0.549,0.528
4,0.074,0.8,0.818,0.468,0.405,0.195,0.758,0.038,0.575,0.297
8,0.163,0.665,0.318,0.663,0.634,0.21,0.222,0.539,0.672,0.796
3,0.999,0.083,0.007,0.135,0.364,0.179,0.482,0.715,0.687,0.748
14,0.821,0.711,0.261,0.845,0.395,0.287,0.425,0.853,0.891,0.872
2,0.361,0.508,0.76,0.164,0.239,0.198,0.412,0.138,0.752,0.474
8,0.655,0.583,0.246,0.223,0.394,0.174,0.174,0.357,0.641,0.989
1,0.893,0.095,0.62,0.046,0.682,0.282,0.406,0.275,0.44,0.841
4,0.318,0.145,0.545,0.854,0.458,0.833,0.583,0.092,0.489,0.257
9,0.737,0.468,0.533,0.481,0.221,0.327,0.324,0.891,0.483,0.719
12,0.663,0.689,0.021,0.513,0.082,0.986,0.076,0.621,0.382,0.584
15,0.589,0.572,0.99,0.738,0.984,0.424,0.6,0.858,0.328,0.666
1,0.698,0.315,0.39,0.104,0.072,0.82,0.343,0.21,0.23,0.605
2,0.113,0.283,0.347,0.131,0.977,0.508,0.35,0.022,0.831,0.448
5,0.058,0.28,0.001,0.601,0.578,0.095,0.296,0.841,0.851,0.194
11,0.667,0.49,0.847,0.593,0.257,0.449,0.129,0.478,0.587,0.628
8,0.907,0.578,0.362,0.406,0.018,0.738,0.817,0.556,0.721,0.268
1,0.009,0.539,0.204,0.439,0.436,0.264,0.078,0.66,0.24,0.592
13,0.259,0.618,0.872,0.722,0.78,0.357,0.31,0.069,0.232,0.535
5,0.338,0.244,0.38,0.892,0.251,0.01,0.382,0.158,0.298,0.817
4,0.653,0.687,0.559,0.13,0.209,0.196,0.004,0.309,0.096,0.72
5,0.94,0.209,0.799,0.127,0.625,0.655,0.513,0.763,0.982,0.47
0,0.075,0.215,0.418,0.199,0.088,0.232,0.262,0.318,0.633,0.284
15,0.61,0.738,0.824,0.658,0.766,0.871,0.368,0.047,0.001,0.424
15,0.939,0.598,0.112,0.755,0.358,0.904,0.401,0.692,0.79,0.185
15,0.722,0.92,0.994,0.953,0.197,0.199,0.855,0.002,0.975,0.937
1,0.114,0.369,0.453,0.53,0.146,0.65,0.707,0.512,0.089,0.385
10,0.257,0.997,0.633,0.784,0.255,0.693,0.294,0.986,0.852,0.197
8,0.227,0.97,0.591,0.144,0.825,0.25,0.195,0.813,0.221,0.741
15,0.526,0.639,0.254,0.737,0.868,0.397,0.863,0.493,0.961,0.45
12,0.793,0.488,0.92,0.346,0.494,0.721,0.036,0.699,0.626,0.089
2,0.011,0.834,0.352,0.39,0.845,0.478,0.81,0.153,0.156,0.288
2,0.412,0.137,0.979,0.245,0.055,0.671,0.619,0.504,0.233,0.941
5,0.859,0.844,0.339,0.028,0.758,0.801,0.153,0.732,0.273,0.284
3,0.061,0.215,0.968,0.189,0.549,0.922,0.583,0.53,0.379,0.822
6,0.669,0.928,0.385,0.39,0.247,0.511,0.454,0.55,0.052,0.905
6,0.606,0.32,0.79,0.182,0.612,0.258,0.276,0.577,0.849,0.846
7,0.727,0.218,0.698,0.732,0.263,0.349,0.844,0.87,0.028,0.175
15,0.679,0.684,0.719,0.546,0.95,0.239,0.84,0.937,0.271,0.592
13,0.326,0.405,0.003,0.597,0.877,0.171,0.32,0.89,0.763,0.404
15,0.943,0.477,0.057,0.806,0.965,0.967,0.585,0.393,0.668,0.394
6,0.67,0.052,0.941,0.304,0.886,0.979,0.796,0.588,0.503,0.21
0,0.615,0.02,0.899,0.165,0.214,0.492,0.236,0.639,0.833,0.422
1,0.044,0.279,0.556,0.561,0.243,0.246,0.62,0.808,0.902,0.055
13,0.767,0.522,0.014,0.542,0.15,0.014,0.006,0.848,0.106,0.543
12,0.946,0.644,0.303,0.486,0.591,0.144,0.285,0.688,0.831,0.024
2,0.246,0.053,0.421,0.585,0.494,0.079,0.111,0.887,0.062,0.36
6,0.276,0.916,0.86,0.411,0.067,0.634,0.271,0.134,0.084,0.011
7,0.997,0.875,0.501,0.665,0.576,0.759,0.396,0.453,0.722,0.853
6,0.101,0.342,0.451,0.694,0.675,0.981,0.756,0.168,0.497,0.286
14,0.551,0.593,0.051,0.857,0.028,0.729,0.832,0.542,0.498,0.092
11,0.629,0.586,0.185,0.237,0.848,0.604,0.793,0.535,0.231,0.538
13,0.775,0.609,0.233,0.353,0.737,0.551,0.446,0.116,0.227,0.864
3,0.113,0.765,0.543,0.868,0.004,0.431,0.786,0.624,0.507,0.842
1,0.079,0.872,0.608,0.026,0.93,0.33,0.563,0.096,0.932,0.822
13,0.531,0.779,0.816,0.691,0.615,0.175,0.275,0.021,0.49,0.6
8,0.172,0.562,0.871,0.648,0.714,0.319,0.075,0.21,0.837,0.847
11,0.981,0.108,0.961,0.771,0.38,0.517,0.173,0.834,0.133,0.612
14,0.964,0.659,0.845,0.817,0.352,0.408,0.585,0.401,0.875,0.644
15,0.652,0.876,0.521,0.841,0.877,0.946,0.209,0.143,0.628,0.094
1,0.084,0.484,0.466,0.308,0.826,0.552,0.146,0.888,0.802,0.781
1,0.239,0.567,0.205,0.107,0.181,0.643,0.973,0.191,0.141,0.514
12,0.677,0.769,0.158,0.12,0.993,0.599,0.119,0.626,0.278,0.067
5,0.225,0.933,0.2,0.142,0.895,0.759,0.706,0.21,0.137,0.77
4,0.868,0.411,0.635,0.141,0.053,0.241,0.868,0.337,0.518,0.64
1,0.344,0.135,0.777,0.41,0.394,0.773,0.791,0.449,0.729,0.836
1,0.757,0.121,0.748,0.254,0.375,0.165,0.37,0.826,0.769,0.836
8,0.671,0.803,0.6,0.19,0.587,0.662,0.205,0.241,0.848,0.343
1,0.995,0.079,0.636,0.39,0.166,0.476,0.428,0.542,0.763,0.019
11,0.709,0.532,0.965,0.307,0.501,0.546,0.175,0.123,0.45,0.106
12,0.389,0.721,0.252,0.724,0.751,0.154,0.893,0.846,0.206,0.819
8,0.365,0.841,0.083,0.134,0.55,0.886,0.186,0.913,0.389,0.038
5,0.243,0.502,0.054,0.007,0.722,0.835,0.028,0.267,0.846,0.476
13,0.217,0.834,0.987,0.679,0.679,0.694,0.791,0.915,0.444,0.874
1,0.873,0.033,0.923,0.273,0.478,0.79,0.109,0.481,0.784,0.703
6,0.508,0.67,0.407,0.397,0.071,0.883,0.35,0.737,0.971,0.049
8,0.933,0.339,0.54,0.354,0.288,0.179,0.037,0.643,0.578,0.637
6,0.36,0.006,0.897,0.524,0.94,0.85,0.791,0.216,0.735,0.86
15,0.827,0.798,0.106,0.658,0.924,0.916,0.788,0.236,0.673,0.251
14,0.561,0.857,0.597,0.748,0.614,0.042,0.998,0.849,0.871,0.132
6,0.618,0.444,0.35,0.42,0.187,0.899,0.626,0.312,0.492,0.071
11,0.697,0.99,0.525,0.957,0.303,0.085,0.679,0.839,0.919,0.19
10,0.405,0.445,0.586,0.686,0.47,0.252,0.443,0.761,0.069,0.581
0,0.091,0.009,0.68,0.074,0.299,0.236,0.413,0.894,0.969,0.384
12,0.198,0.808,0.0,0.464,0.606,0.147,0.894,0.488,0.139,0.488
7,0.534,0.548,0.819,0.151,0.65,0.635,0.05,0.775,0.971,0.858
7,0.974,0.963,0.229,0.54,0.818,0.197,0.14,0.009,0.75,0.972
10,0.79,0.615,0.844,0.413,0.267,0.276,0.464,0.28,0.17,0.196
15,0.356,0.643,0.963,0.901,0.846,0.873,0.842,0.098,0.786,0.779
14,0.453,0.435,0.931,0.721,0.921,0.346,0.114,0.528,0.098,0.049
5,0.357,0.405,0.264,0.386,0.843,0.859,0.169,0.456,0.033,0.088
10,0.929,0.743,0.899,0.562,0.165,0.107,0.38,0.04,0.664,0.632
6,0.877,0.92,0.212,0.358,0.272,0.485,0.406,0.833,0.147,0.913
7,0.418,0.056,0.104,0.539,0.979,0.653,0.48,0.28,0.351,0.729
9,0.27,0.882,0.568,0.835,0.22,0.327,0.949,0.529,0.943,0.525
13,0.469,0.523,0.544,0.867,0.694,0.391,0.786,0.422,0.567,0.854
12,0.76,0.968,0.561,0.937,0.333,0.617,0.915,0.872,0.891,0.845
1,0.321,0.129,0.429,0.149,0.93,0.293,0.876,0.404,0.334,0.972
6,0.535,0.238,0.582,0.664,0.971,0.641,0.159,0.059,0.556,0.377
14,0.899,0.812,0.788,0.929,0.88,0.06,0.774,0.063,0.589,0.047
6,0.517,0.014,0.526,0.831,0.743,0.509,0.451,0.969,0.249,0.871
1,0.119,0.749,0.384,0.381,0.234,0.828,0.746,0.987,0.62,0.136
4,0.579,0.274,0.376,0.286,0.126,0.401,0.458,0.107,0.91,0.396
0,0.046,0.343,0.835,0.329,0.106,0.315,0.959,0.059,0.288,0.25
5,0.321,0.21,0.535,0.567,0.771,0.87,0.97,0.619,0.096,0.237
9,0.502,0.544,0.159,0.439,0.311,0.876,0.431,0.887,0.182,0.69
8,0.473,0.842,0.961,0.14,0.061,0.43,0.711,0.072,0.946,0.623
1,0.099,0.048,0.208,0.401,0.102,0.303,0.331,0.33,0.583,0.509
12,0.811,0.511,0.471,0.332,0.893,0.575,0.966,0.051,0.712,0.352
6,0.308,0.002,0.302,0.928,0.482,0.316,0.127,0.091,0.544,0.625
1,0.041,0.137,0.932,0.067,0.7,0.991,0.638,0.61,0.205,0.963
5,0.31,0.158,0.681,0.736,0.78,0.726,0.105,0.646,0.934,0.887
11,0.204,0.775,0.026,0.735,0.179,0.468,0.098,0.723,0.058,0.463
13,0.98,0.208,0.977,0.484,0.903,0.212,0.08,0.097,0.805,0.901
15,0.72,0.47,0.243,0.908,0.396,0.751,0.957,0.533,0.047,0.319
12,0.764,0.295,0.454,0.966,0.251,0.883,0.728,0.417,0.695,0.578
6,0.155,0.063,0.994,0.921,0.177,0.947,0.235,0.612,0.872,0.484
8,0.918,0.783,0.841,0.299,0.072,0.017,0.99,0.14,0.998,0.496
2,0.571,0.142,0.614,0.43,0.405,0.251,0.32,0.928,0.455,0.323
9,0.818,0.467,0.507,0.407,0.624,0.546,0.344,0.645,0.074,0.229
3,0.005,0.672,0.142,0.976,0.117,0.441,0.498,0.87,0.29,0.512
5,0.583,0.596,0.295,0.211,0.093,0.271,0.417,0.349,0.133,0.957
1,0.017,0.425,1.0,0.118,0.524,0.565,0.639,0.716,0.093,0.1
6,0.406,0.382,0.759,0.719,0.13,0.75,0.192,0.845,0.724,0.379
